price,bedrooms,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,lat,long,nearest_station_distance_km,density,commute_time,distance_to_point_km,is_near_shore,grade_living,bathroom_category_+3 Bathrooms,bathroom_category_1-2 Bathrooms,bathroom_category_2-3 Bathrooms,bathroom_category_Studio or 1 Bathroom
230000.0,3,9774,1.0,0,0,4,1969,0,98003,47.3343,-122.306,27237.41039915039,4392.0,32.4,2.11532318396142,0,8750,0,0,0,1
385000.0,4,4980,1.0,0,0,4,1947,0,98133,47.7025,-122.341,948.965027860306,7038.0,30.4,1.974705286014649,0,11340,0,1,0,0
2000000.0,3,44867,1.0,0,4,3,1968,0,98040,47.5316,-122.233,7956.150022912061,3997.0,26.9,0.3560400835196636,1,27450,0,0,1,0
285000.0,5,6300,2.0,0,0,3,1995,0,98092,47.3266,-122.169,30084.97742129913,1185.0,34.2,3.877030886974704,0,18160,0,0,1,0
252700.0,2,9643,1.0,0,0,3,1985,0,98030,47.3533,-122.166,27422.908825488943,5499.0,30.7,1.2403299081140675,0,7490,0,1,0,0
329000.0,3,6500,2.0,0,0,4,1985,0,98030,47.3739,-122.172,25147.648268006407,5499.0,30.7,0.8559800020632852,0,19600,0,0,1,0
233000.0,3,4697,1.5,0,0,5,1941,0,98002,47.3048,-122.218,31324.078121164566,5015.0,29.5,7.9062397521449395,0,10260,0,1,0,0
937000.0,3,2691,2.0,0,0,3,1915,0,98119,47.6386,-122.36,3443.154427011736,10846.0,25.5,1.270271892315013,0,19600,0,1,0,0
667000.0,3,1581,1.5,0,0,5,1909,0,98112,47.6221,-122.314,559.0502100517712,7621.0,25.4,1.4616636075439724,0,11200,0,0,0,1
438000.0,3,6380,1.0,0,0,3,1948,0,98115,47.695,-122.304,1982.9546429825093,8197.0,26.8,2.3901455201788053,0,10640,0,1,0,0
719000.0,4,7173,2.0,0,0,3,2005,0,98052,47.7073,-122.11,15813.71184166537,3741.0,25.0,5.825034226640346,0,20560,0,0,1,0
580500.0,3,3980,2.0,0,0,3,2003,0,98027,47.5391,-122.07,18741.706200902525,487.0,29.3,1.8374370075435964,0,18560,0,0,1,0
280000.0,2,1265,3.0,0,0,3,2005,0,98133,47.7274,-122.357,3435.623784742731,7038.0,30.4,1.226324452796188,0,8330,0,1,0,0
687500.0,4,5000,1.5,0,0,4,1929,0,98117,47.6823,-122.368,3724.337790933515,9392.0,30.0,2.431181254955773,0,16310,0,1,0,0
535000.0,3,3000,1.5,0,0,4,1929,0,98117,47.6889,-122.375,3815.762200043457,9392.0,30.0,1.942659959235988,0,8720,0,0,0,1
322500.0,4,6659,1.0,0,0,3,1981,0,98058,47.4276,-122.157,20503.906928227127,2252.0,34.9,2.078055366656776,0,14420,0,0,1,0
696000.0,3,3060,1.5,0,0,3,1930,2002,98115,47.6827,-122.31,753.9704241406612,8197.0,26.8,1.4308772518859998,0,18400,0,0,1,0
550000.0,4,34848,1.0,0,0,1,1933,0,98052,47.6621,-122.132,12973.438975052974,3741.0,25.0,2.0669501373181824,0,8300,0,0,0,1
640000.0,4,6000,2.0,0,0,4,1904,0,98107,47.6702,-122.362,3523.308314785452,12484.0,30.0,1.333641325759165,0,18880,0,1,0,0
240000.0,4,8075,1.0,0,0,2,1969,0,98001,47.3341,-122.282,27348.91418738276,1895.0,31.6,3.5998004257826524,0,8540,0,0,0,1
605000.0,4,7553,2.0,0,0,3,1996,0,98056,47.5301,-122.18,11329.76371024872,4879.0,29.6,1.4773717226251009,0,20960,0,0,1,0
625000.0,4,5520,2.0,0,0,3,2000,0,98074,47.6145,-122.027,21166.95190484881,2896.0,32.7,3.115105996448785,0,23130,0,0,1,0
775000.0,4,24186,1.0,0,0,3,1984,0,98166,47.445,-122.347,15159.227412603392,3913.0,28.5,0.6907376084810051,0,33760,0,0,1,0
861990.0,5,5639,2.0,0,0,3,2014,0,98053,47.6848,-122.016,21957.553349768616,827.0,32.5,6.976649752113351,0,32355,0,0,1,0
685000.0,3,2280,2.0,0,0,3,1922,0,98119,47.6413,-122.364,3855.6425289211866,10846.0,25.5,1.2354140529104305,0,10990,0,0,0,1
309000.0,3,9656,1.0,0,0,4,1959,0,98058,47.4485,-122.175,17821.49100012876,2252.0,34.9,3.73039900879988,0,7680,0,0,0,1
488000.0,3,13603,2.0,0,0,3,2003,0,98019,47.7443,-121.977,26502.252703285056,317.0,35.1,14.08165421130928,0,25280,0,0,1,0
210490.0,3,8528,1.0,0,0,3,1966,0,98023,47.3066,-122.371,30639.841393349303,5049.0,34.9,2.336389587888348,0,5940,0,0,0,1
785000.0,4,13416,2.0,0,0,4,1981,0,98007,47.6194,-122.151,11968.0545593283,6617.0,22.7,3.3119988036776142,0,20610,0,0,1,0
450000.0,3,5963,1.0,0,0,4,1953,0,98115,47.6796,-122.301,1149.217270217336,8197.0,26.8,2.7405449808038385,0,8750,0,1,0,0
1350000.0,3,65005,1.0,1,2,5,1953,0,98070,47.4041,-122.451,22116.77945342861,295.0,36.8,0.0543252137990126,1,24777,0,0,1,0
228000.0,3,9199,1.0,0,0,3,1955,0,98148,47.4258,-122.322,17078.10230547593,4084.0,26.3,2.168081861386957,0,8330,0,0,0,1
345000.0,5,9134,1.0,0,0,4,1966,0,98056,47.4934,-122.189,13292.21619810257,4879.0,29.6,1.624322301199188,0,25200,0,0,1,0
600000.0,3,4080,1.0,0,0,4,1950,0,98117,47.6808,-122.384,4823.797318950103,9392.0,30.0,1.555390506763809,0,9870,0,1,0,0
585000.0,2,8550,1.0,0,0,3,1981,0,98117,47.6989,-122.369,3077.347324186164,9392.0,30.0,1.370275194608937,0,13860,0,1,0,0
920000.0,5,6000,1.5,0,0,3,1927,0,98105,47.6571,-122.281,1887.8634022824249,12890.0,25.1,0.3461957867458087,1,21840,0,0,1,0
885000.0,4,5000,2.0,0,0,3,1995,0,98105,47.6597,-122.29,1494.770327038284,12890.0,25.1,0.336621452845225,1,25470,0,0,1,0
292500.0,4,4495,2.0,0,0,3,2008,0,98042,47.3663,-122.114,27982.586906857665,1751.0,35.0,2.2738492532643955,0,15750,0,0,1,0
301000.0,3,4750,2.0,0,0,3,2003,0,98042,47.3663,-122.122,27665.85057590788,1751.0,35.0,1.702189366902085,0,19360,0,0,1,0
951000.0,5,14342,2.0,0,4,4,1968,0,98008,47.588,-122.116,14765.541829962644,4695.0,23.6,0.4279732885864221,1,26000,1,0,0,0
430000.0,4,9976,2.0,0,0,3,1991,0,98059,47.5059,-122.149,14725.357547372252,2541.0,30.8,3.994808575904144,0,14800,0,0,1,0
650000.0,3,21235,1.0,0,3,4,1959,0,98166,47.4336,-122.339,16322.3575468351,3913.0,28.5,0.982298960950116,0,17200,0,0,1,0
289000.0,3,8400,1.0,0,0,3,1954,0,98148,47.4366,-122.335,15955.770273682518,4084.0,26.3,1.3467774712624372,0,8820,0,1,0,0
505000.0,3,8690,2.0,0,0,5,1973,0,98166,47.4428,-122.344,15362.906427903432,3913.0,28.5,0.7681888963578472,0,20152,0,1,0,0
549000.0,3,1044,3.0,0,0,3,2014,0,98115,47.6765,-122.32,315.9006610248215,8197.0,26.8,0.7734657462881641,0,12320,0,1,0,0
425000.0,3,6000,1.0,0,0,3,1979,0,98122,47.6113,-122.297,1932.5955402764328,17787.0,26.5,1.1132272860094088,0,11620,0,0,1,0
317625.0,3,3809,1.5,0,0,5,1925,0,98144,47.5747,-122.304,778.5288824917103,9389.0,29.3,1.5836068298022774,0,19390,0,0,1,0
975000.0,4,11049,2.0,0,0,3,1989,0,98004,47.5815,-122.192,9020.490033622908,5315.0,21.7,0.3599924710349761,1,27200,0,0,1,0
287000.0,4,4648,2.0,0,0,3,2005,0,98001,47.3378,-122.257,27161.56490516164,1895.0,31.6,5.212945504097908,0,15680,0,0,1,0
204000.0,3,12070,1.0,0,0,4,1968,0,98042,47.3621,-122.11,28538.71634190113,1751.0,35.0,2.4908383265755183,0,7000,0,0,0,1
1325000.0,5,20158,1.0,0,0,3,1965,0,98004,47.6303,-122.215,7014.182022173278,5315.0,21.7,1.3111860331472227,0,25600,0,0,1,0
1040000.0,5,50094,1.0,0,0,4,1973,0,98005,47.6525,-122.16,10803.408134315514,2945.0,23.2,3.352410320151189,0,52470,1,0,0,0
325000.0,3,5612,1.0,0,0,4,1972,0,98034,47.7362,-122.179,11774.977791220115,5386.0,28.1,4.48244499759871,0,8820,0,1,0,0
571000.0,4,7807,1.5,0,0,5,1916,0,98125,47.7168,-122.287,3434.0030551996606,7999.0,28.9,0.604797805729877,0,19250,0,1,0,0
360000.0,4,5000,2.0,0,0,3,2005,0,98038,47.3608,-122.036,31974.510669866788,572.0,38.8,2.1216809184422973,0,19040,0,0,1,0
349000.0,3,50529,1.0,0,0,5,1965,0,98042,47.3511,-122.073,31108.578682825617,1751.0,35.0,2.0286171975106795,0,12530,0,1,0,0
832500.0,4,35102,2.0,0,0,4,1986,0,98075,47.5822,-121.987,24440.88921715572,2675.0,32.3,5.451455094713356,0,34300,1,0,0,0
380000.0,4,7300,1.0,0,0,3,1956,0,98008,47.6034,-122.125,14308.5280470708,4695.0,23.6,1.009016221951618,0,12320,0,1,0,0
480000.0,3,5060,1.0,0,0,3,1941,0,98116,47.5636,-122.394,5918.515569445797,9060.0,32.7,0.9125020264226686,0,7280,0,0,0,1
410000.0,3,5060,1.0,0,0,4,1956,0,98133,47.7073,-122.34,986.7137948430376,7038.0,30.4,2.497463797799838,0,9870,0,0,0,1
720000.0,4,39683,2.0,0,0,3,2002,0,98010,47.342,-122.025,34111.74860736856,401.0,36.9,0.7309008143474741,0,34500,0,0,1,0
390000.0,3,5100,2.0,0,0,3,2003,0,98038,47.3512,-122.008,34171.589888896044,572.0,38.8,2.3681104670308155,0,18800,0,0,1,0
360000.0,4,5889,2.0,0,0,3,1992,0,98038,47.349,-122.031,33222.518171911346,572.0,38.8,0.96556009687175,0,13300,0,0,1,0
355000.0,2,6720,1.0,0,0,3,1948,0,98118,47.5474,-122.291,3873.8567560238366,7844.0,31.2,2.7049989188980543,0,14140,0,0,0,1
356000.0,3,8712,1.0,0,0,3,1964,0,98059,47.4811,-122.149,16415.951843793646,2541.0,30.8,5.562702372437912,0,13440,0,1,0,0
315000.0,3,6634,1.0,0,0,3,1952,0,98125,47.7264,-122.31,2902.096016091787,7999.0,28.9,2.1421615201656063,0,5760,0,0,0,1
940000.0,3,3600,2.0,0,0,3,1925,0,98119,47.6337,-122.365,3219.566881493093,10846.0,25.5,1.0937274030688626,0,19260,0,1,0,0
305000.0,5,8400,1.5,0,0,5,1961,0,98092,47.2909,-122.189,33371.73998953111,1185.0,34.2,8.119639845755854,0,18620,0,0,1,0
461000.0,3,6278,2.0,0,0,3,2006,0,98056,47.5228,-122.199,10562.338140052152,4879.0,29.6,0.6704135488916575,0,24930,1,0,0,0
215000.0,2,2040,2.0,0,0,4,1979,0,98056,47.518,-122.194,11184.371365761368,4879.0,29.6,0.9839560470179806,0,11270,0,0,1,0
335000.0,2,1066,2.0,0,0,3,2006,0,98136,47.5394,-122.387,7184.000863088093,7517.0,30.6,0.7516129141044404,0,7210,0,1,0,0
243500.0,4,7403,2.0,0,0,3,1988,0,98023,47.2897,-122.372,32510.40036687405,5049.0,34.9,1.8126304214569016,0,13860,0,0,1,0
1099880.0,5,6353,2.0,0,0,4,2001,0,98199,47.6506,-122.391,5862.59026591186,5406.0,27.4,0.8735301775299608,0,35200,0,0,1,0
153000.0,3,10500,1.0,0,0,3,1962,0,98023,47.322,-122.351,28753.19551977908,5049.0,34.9,1.7467137182413837,0,8400,0,0,0,1
430000.0,3,5000,1.0,0,0,3,1939,0,98117,47.687,-122.386,4659.3943233512655,9392.0,30.0,1.7076983100837118,0,12640,0,1,0,0
700000.0,3,5000,1.0,0,0,3,1939,0,98117,47.687,-122.386,4659.3943233512655,9392.0,30.0,1.7076983100837118,0,12640,0,1,0,0
905000.0,4,10250,1.0,0,0,3,1946,1991,98040,47.5873,-122.249,4812.6364292517055,3997.0,26.9,0.3744058695199339,1,23100,0,0,1,0
247500.0,3,15681,1.0,0,0,3,1967,0,98032,47.3576,-122.277,24783.135973726145,2299.0,30.0,3.53261629305434,0,13720,0,1,0,0
199000.0,4,6400,1.0,0,0,4,1975,0,98023,47.3036,-122.378,31050.317639137324,5049.0,34.9,2.5247675231919544,0,8120,0,1,0,0
314000.0,3,41800,1.0,0,0,5,1980,0,98038,47.4109,-121.958,32577.564388702507,572.0,38.8,9.842757594566324,0,12670,0,1,0,0
437500.0,3,36847,2.0,0,2,3,1992,0,98045,47.4838,-121.714,46251.94101397077,91.0,30.2,8.026246966081063,0,20880,0,0,1,0
850830.0,3,13241,1.5,0,0,5,1910,0,98102,47.6415,-122.315,1221.620768848048,19956.0,26.2,0.0982253973709944,1,18630,0,0,1,0
555000.0,3,3478,1.5,0,0,4,1929,0,98117,47.6775,-122.372,4213.448172572851,9392.0,30.0,1.862317106320072,0,13860,0,1,0,0
699950.0,3,107593,2.0,0,0,4,1983,0,98077,47.7731,-122.08,20166.024093497326,802.0,31.1,13.095695918479755,0,17520,0,0,1,0
1088000.0,3,8113,2.0,0,0,3,1950,2010,98004,47.5814,-122.196,8719.392363726114,5315.0,21.7,0.2981578774784778,1,23360,0,0,1,0
290000.0,3,33919,1.0,0,0,3,1954,0,98058,47.4375,-122.184,18470.52675858299,2252.0,34.9,3.919239388169105,0,8470,0,0,0,1
375000.0,3,10005,1.0,0,0,4,1978,0,98058,47.4431,-122.133,20265.11353100107,2252.0,34.9,1.1650918367082486,0,18720,0,0,1,0
460000.0,3,4005,1.5,0,0,4,1939,0,98117,47.6878,-122.38,4208.964831222382,9392.0,30.0,1.850643719930938,0,11690,0,0,0,1
188500.0,2,2493,1.0,0,0,4,1985,0,98198,47.3813,-122.322,22021.727180792408,5039.0,30.1,0.2921640467301921,1,9920,0,1,0,0
680000.0,4,28037,2.0,0,0,4,1991,0,98077,47.7304,-122.082,18523.26205262101,802.0,31.1,8.355334202449988,0,31400,0,0,1,0
470000.0,5,12342,2.0,0,0,4,1942,0,98052,47.6417,-122.109,14660.42211718747,3741.0,25.0,0.5359613802344236,0,14210,0,1,0,0
597750.0,4,9624,2.0,0,0,3,1984,0,98027,47.5386,-122.053,19999.18294938369,487.0,29.3,2.389910406986634,0,18480,0,0,1,0
570000.0,3,3328,1.0,0,0,5,1905,0,98103,47.6823,-122.349,2549.810648503348,11391.0,27.1,0.4106769716100029,1,7560,0,1,0,0
272500.0,3,12600,1.0,0,0,4,1980,0,98038,47.3624,-122.031,32086.85282985507,572.0,38.8,2.3539865742688137,0,10780,0,1,0,0
329950.0,3,5969,1.0,0,2,3,1971,0,98108,47.5474,-122.295,3761.947157399228,3221.0,29.5,2.8344528732112524,0,14560,0,1,0,0
480000.0,4,16171,2.0,0,3,3,2001,0,98001,47.3183,-122.253,29350.306833541177,1895.0,31.6,6.385874712913057,0,29070,0,0,1,0
740500.0,3,6350,2.0,0,0,3,1900,1999,98117,47.6981,-122.368,3016.2742521133428,9392.0,30.0,1.486871113894786,0,35040,1,0,0,0
518500.0,3,1102,3.0,0,0,3,2010,0,98103,47.6824,-122.347,2406.2603819701976,11391.0,27.1,0.3015977929742065,1,12720,1,0,0,0
205425.0,2,6780,1.0,0,0,4,1945,0,98178,47.5009,-122.248,9950.10848981018,5364.0,32.9,1.223991792328021,0,5280,0,0,0,1
171800.0,4,9600,1.0,0,0,3,1950,0,98168,47.4965,-122.303,9224.759868634354,3954.0,27.8,4.1018837683631,0,9420,0,1,0,0
535000.0,4,2982,1.5,0,0,4,1925,0,98144,47.587,-122.294,1596.0177642009494,9389.0,29.3,0.5553685881042412,0,11270,0,0,0,1
660000.0,3,6474,1.0,0,2,3,1964,0,98177,47.7728,-122.386,8852.935640287444,3647.0,29.5,0.6171329379902081,0,19200,0,0,1,0
391500.0,3,9132,1.0,0,0,3,1987,0,98034,47.7288,-122.226,8173.710154520481,5386.0,28.1,2.776380405225244,0,10150,0,1,0,0
395000.0,2,6000,1.0,0,0,3,1953,0,98117,47.6999,-122.364,2691.3561685482905,9392.0,30.0,1.570772143203636,0,4620,0,0,0,1
445000.0,4,4400,1.5,0,0,5,1924,0,98118,47.5299,-122.266,6482.588245621898,7844.0,31.2,0.2108890695297823,1,14700,0,1,0,0
770000.0,3,10204,2.0,0,0,3,1990,0,98052,47.6897,-122.098,16074.406439909571,3741.0,25.0,3.79672484051021,0,26190,0,0,1,0
1450000.0,4,17789,1.5,0,0,3,1914,1992,98004,47.6141,-122.212,7954.733277356786,5315.0,21.7,0.2670930246767508,1,22000,0,0,1,0
445000.0,3,8201,1.0,0,2,3,1967,0,98178,47.5091,-122.244,9323.848299657318,5364.0,32.9,0.2752860242028073,1,16800,0,0,1,0
260000.0,4,8811,1.0,0,0,3,1978,0,98023,47.3129,-122.39,30193.716051890373,5049.0,34.9,1.5215172223973654,0,17280,0,0,1,0
822500.0,5,4960,2.0,0,0,5,1926,0,98103,47.6763,-122.352,2713.4410324655178,11391.0,27.1,0.4374124806725397,1,16240,1,0,0,0
430000.0,4,4310,2.0,0,0,3,2004,0,98065,47.5319,-121.85,35157.956262480635,224.0,32.6,15.01960447952999,0,14490,0,0,1,0
212000.0,3,7875,1.0,0,0,4,1986,0,98092,47.2761,-122.152,35797.33471106648,1185.0,34.2,9.126187336877058,0,7420,0,1,0,0
660500.0,4,9603,1.0,0,0,3,1986,0,98027,47.5343,-122.054,20040.50178350373,487.0,29.3,2.79295703391656,0,16080,0,0,1,0
784000.0,3,111078,1.5,0,0,3,1989,0,98052,47.697,-122.072,18175.537622076765,3741.0,25.0,4.896838431312017,0,35550,1,0,0,0
453246.0,3,2287,2.0,0,0,3,2014,0,98029,47.5517,-121.998,23815.884120029325,3095.0,33.1,4.544395798592277,0,16080,0,0,1,0
675000.0,4,2278,3.0,0,0,3,2005,0,98107,47.6734,-122.38,4824.446170580488,12484.0,30.0,1.012644825415202,0,19260,1,0,0,0
199000.0,3,17390,1.0,0,0,4,1956,0,98003,47.3257,-122.296,28215.314786265844,4392.0,32.4,3.3334158287484104,0,9240,0,1,0,0
220000.0,4,7840,1.0,0,0,3,1968,0,98003,47.3309,-122.299,27628.8551497979,4392.0,32.4,2.751471890555812,0,14140,0,1,0,0
452000.0,4,10002,1.0,0,0,4,1968,0,98028,47.7689,-122.266,8651.777018296656,3833.0,33.1,1.2588147265579324,0,20720,0,0,1,0
382500.0,2,4440,1.0,0,0,3,1981,0,98125,47.7135,-122.287,3291.21084617428,7999.0,28.9,0.8686190589690559,0,7140,0,0,0,1
519950.0,3,1249,3.0,0,0,3,2014,0,98107,47.6722,-122.381,4909.055599705413,12484.0,30.0,0.863675113674516,0,9360,0,0,1,0
665000.0,2,3200,1.0,0,0,3,1925,0,98119,47.6338,-122.358,2910.1276198942146,10846.0,25.5,1.40591150080359,0,7770,0,0,0,1
527700.0,5,9375,1.0,0,0,4,1968,0,98006,47.5707,-122.128,13865.72196457756,3524.0,27.6,1.4236901498958512,0,22560,0,0,1,0
205000.0,3,8579,1.0,0,0,4,1962,0,98058,47.4563,-122.171,17304.05499510518,2252.0,34.9,3.994145364284423,0,11270,0,0,0,1
420000.0,3,8097,1.0,0,0,4,1923,0,98133,47.7144,-122.351,2104.340251034236,7038.0,30.4,1.9080203297358964,0,7420,0,0,0,1
500000.0,4,8517,1.0,0,0,4,1961,0,98006,47.5495,-122.174,10888.940603214587,3524.0,27.6,1.7603220513342306,0,16240,0,0,1,0
921500.0,4,315374,2.0,0,0,4,1994,0,98077,47.7421,-122.026,22919.4510489872,802.0,31.1,10.91778564149493,0,33030,0,0,1,0
890000.0,4,4000,2.0,0,0,3,1905,0,98109,47.6354,-122.353,2883.231978411929,15188.0,22.2,1.209199163397486,0,20400,0,0,0,1
430000.0,2,60984,2.0,0,0,3,2007,0,98027,47.5262,-121.943,28383.17835409928,487.0,29.3,9.43918729788624,0,16940,0,0,1,0
258000.0,5,12500,1.0,0,0,4,1960,0,98032,47.3887,-122.286,21275.21805735516,2299.0,30.0,3.000115720874021,0,18080,0,1,0,0
511000.0,3,3455,1.0,0,0,3,1947,0,98103,47.6873,-122.336,1763.2746630180554,11391.0,27.1,0.2838212121344287,1,10010,0,0,0,1
532170.0,3,3090,2.0,0,0,3,1990,0,98103,47.6838,-122.353,2772.754227224442,11391.0,27.1,0.7532550822501132,0,10880,0,1,0,0
560000.0,3,5000,1.5,0,0,3,1947,0,98107,47.655,-122.359,3410.2829342961563,12484.0,30.0,0.2544121817928114,1,7770,0,0,0,1
282950.0,3,8200,1.0,0,0,4,1954,0,98003,47.3255,-122.304,28218.41251969241,4392.0,32.4,2.959897462635151,0,8750,0,0,0,1
2250000.0,4,19850,2.0,0,3,3,2006,0,98006,47.562,-122.162,11437.97532668959,3524.0,27.6,2.017838844567226,0,62160,1,0,0,0
350000.0,1,5100,1.0,0,0,3,1942,0,98115,47.679,-122.3,1209.6329620566594,8197.0,26.8,2.6670532527641218,0,4900,0,0,0,1
215000.0,3,7669,1.0,0,0,4,1967,0,98058,47.4479,-122.176,17832.648089199552,2252.0,34.9,3.760554678221716,0,8260,0,0,0,1
650000.0,5,25245,2.0,0,0,3,1996,0,98056,47.525,-122.172,12132.910288172625,4879.0,29.6,2.2971816003402,0,35640,1,0,0,0
320000.0,4,7500,1.0,0,0,3,1967,0,98023,47.3135,-122.369,29858.9158828613,5049.0,34.9,1.6491059959384655,0,21120,0,0,1,0
247000.0,3,7198,1.5,0,0,3,1916,2013,98022,47.2086,-121.996,47610.69720071723,30.0,34.4,12.911581183657235,0,8890,0,1,0,0
320000.0,4,11180,1.0,0,0,4,1968,0,98059,47.4715,-122.118,18885.428463355533,2541.0,30.8,4.375376330794683,0,14080,0,1,0,0
255000.0,5,8632,1.0,0,0,3,1962,0,98146,47.4877,-122.335,10327.0051091562,6034.0,29.8,1.9856227835425484,0,14420,0,0,1,0
438000.0,3,9660,1.0,0,0,3,1962,0,98034,47.7171,-122.193,10235.176645096488,5386.0,28.1,2.146165921073772,0,12460,0,1,0,0
900000.0,3,16603,2.0,0,0,3,2000,0,98075,47.6012,-122.023,21784.37671672998,2675.0,32.3,3.7085233327264473,0,34000,0,0,1,0
441000.0,3,7280,1.0,0,0,3,1979,0,98034,47.7319,-122.224,8437.885679708139,5386.0,28.1,3.08837356219015,0,13370,0,0,1,0
420000.0,3,38332,1.0,0,0,4,1975,0,98027,47.4582,-122.023,25582.568316689143,487.0,29.3,7.754269174956072,0,14140,0,1,0,0
370000.0,3,7000,1.0,0,0,3,1976,0,98034,47.7209,-122.168,12116.78940206917,5386.0,28.1,3.832068160775671,0,11060,0,1,0,0
269950.0,2,7250,1.0,0,0,5,1949,0,98198,47.408,-122.327,19074.1383559543,5039.0,30.1,0.5197188872764933,0,6700,0,1,0,0
807100.0,4,4499,2.0,0,0,3,1999,0,98006,47.565,-122.125,14148.570606999245,3524.0,27.6,1.650997992844946,0,24120,0,0,1,0
653000.0,3,9750,1.0,0,0,4,1979,0,98034,47.7028,-122.231,6979.164426947123,5386.0,28.1,0.5854886935077621,0,21440,0,0,1,0
371500.0,3,8336,1.0,0,0,5,1964,0,98133,47.7458,-122.331,4721.930255494793,7038.0,30.4,3.5572795808847686,0,9590,0,1,0,0
284000.0,3,21000,1.0,0,0,3,1954,0,98166,47.4776,-122.337,11459.339287728304,3913.0,28.5,1.9154778646153467,0,10920,0,1,0,0
272000.0,3,7140,1.0,0,0,4,1978,0,98023,47.3026,-122.374,31113.185111053623,5049.0,34.9,2.689371286665086,0,15120,0,1,0,0
313000.0,3,7912,1.5,0,0,3,1955,0,98133,47.7658,-122.339,6988.025344603323,7038.0,30.4,3.157742452015513,0,9380,0,1,0,0
917500.0,4,35003,2.0,0,0,3,1984,0,98033,47.6477,-122.182,9150.148529430197,4318.0,24.4,1.7157244534747005,0,38800,0,0,1,0
673000.0,4,8190,2.0,0,0,4,1980,0,98006,47.5619,-122.125,14191.71854015234,3524.0,27.6,1.902009881927003,0,20720,0,0,1,0
425000.0,3,1100,2.0,0,0,3,2008,0,98122,47.6106,-122.31,1183.7359157546225,17787.0,26.5,2.23615701714839,0,8960,0,0,1,0
399950.0,5,5400,1.0,0,0,3,1986,0,98144,47.5868,-122.308,887.9488365174639,9389.0,29.3,1.5550660017092346,0,13790,0,0,1,0
385000.0,3,4800,1.0,0,0,3,1901,0,98122,47.6101,-122.307,1379.7608495424406,17787.0,26.5,1.9194561818610925,0,7320,0,0,0,1
