price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,lat,long,nearest_station_distance_km,bathroom_category,density,commute_time,distance_to_point_km,is_near_shore,grade_living,bedrooms_cat,lot_size_category,grade_living_category,outliers_ecod,cluster_all_data,cluster_no_outlier
345000.0,5,2.5,9.119868468812108,1.0,0,0,4,1966,0,98056,47.4934,-122.189,13292.21619810257,2-3 Bathrooms,4879.0,29.6,1.624322301199188,False,10.134638955251866,>4,1,2,0,0,1.0
600000.0,3,1.75,8.314097335405807,1.0,0,0,4,1950,0,98117,47.6808,-122.384,4823.797318950103,1-2 Bathrooms,9392.0,30.0,1.555390506763809,False,9.197356444417888,3-4,0,0,0,0,0.0
585000.0,2,1.75,9.053803514155955,1.0,0,0,3,1981,0,98117,47.6989,-122.369,3077.347324186164,1-2 Bathrooms,9392.0,30.0,1.370275194608937,False,9.536834420213353,<3,1,1,0,0,1.0
920000.0,5,2.25,8.699681400989514,1.5,0,0,3,1927,0,98105,47.6571,-122.281,1887.8634022824249,2-3 Bathrooms,12890.0,25.1,0.3461957867458087,True,9.991544216356411,>4,0,2,0,0,1.0
885000.0,4,2.5,8.517393171418904,2.0,0,0,3,1995,0,98105,47.6597,-122.29,1494.770327038284,2-3 Bathrooms,12890.0,25.1,0.336621452845225,True,10.145295829079494,3-4,0,2,0,0,1.0
292500.0,4,2.5,8.410943391573527,2.0,0,0,3,2008,0,98042,47.3663,-122.114,27982.586906857665,2-3 Bathrooms,1751.0,35.0,2.2738492532643955,False,9.664659134301736,3-4,0,1,0,0,0.0
301000.0,3,2.5,8.46611040118692,2.0,0,0,3,2003,0,98042,47.3663,-122.122,27665.85057590788,2-3 Bathrooms,1751.0,35.0,1.702189366902085,False,9.871016012389166,3-4,0,2,0,0,0.0
951000.0,5,3.25,9.571017297294214,2.0,0,4,4,1968,0,98008,47.588,-122.116,14765.541829962644,+3 Bathrooms,4695.0,23.6,0.4279732885864221,True,10.165890277802454,>4,2,2,1,1,-1.0
430000.0,4,3.0,9.208037722913508,2.0,0,0,3,1991,0,98059,47.5059,-122.149,14725.357547372252,2-3 Bathrooms,2541.0,30.8,3.994808575904144,False,9.60245002503719,3-4,2,1,0,0,0.0
650000.0,3,2.25,9.963453133703561,1.0,0,3,4,1959,0,98166,47.4336,-122.339,16322.3575468351,2-3 Bathrooms,3913.0,28.5,0.982298960950116,False,9.75272280064639,3-4,2,1,0,0,0.0
289000.0,3,1.75,9.036106025364846,1.0,0,0,3,1954,0,98148,47.4366,-122.335,15955.770273682518,1-2 Bathrooms,4084.0,26.3,1.3467774712624372,False,9.084890521258767,3-4,1,0,0,0,0.0
505000.0,3,1.75,9.07004328643746,2.0,0,0,5,1973,0,98166,47.4428,-122.344,15362.906427903432,1-2 Bathrooms,3913.0,28.5,0.7681888963578472,False,9.911108439667489,3-4,1,2,0,0,0.0
549000.0,3,1.75,6.951772164398911,3.0,0,0,3,2014,0,98115,47.6765,-122.32,315.9006610248215,1-2 Bathrooms,8197.0,26.8,0.7734657462881641,False,9.419060402624668,3-4,0,1,0,0,0.0
425000.0,3,2.25,8.699681400989514,1.0,0,0,3,1979,0,98122,47.6113,-122.297,1932.5955402764328,2-3 Bathrooms,17787.0,26.5,1.1132272860094088,False,9.360569085222874,3-4,0,1,0,0,0.0
317625.0,3,2.75,8.245384468120747,1.5,0,0,5,1925,0,98144,47.5747,-122.304,778.5288824917103,2-3 Bathrooms,9389.0,29.3,1.5836068298022774,False,9.872564319882619,3-4,0,2,0,0,0.0
975000.0,4,2.5,9.3101857069459,2.0,0,0,3,1989,0,98004,47.5815,-122.192,9020.490033622908,2-3 Bathrooms,5315.0,21.7,0.3599924710349761,True,10.211009016314167,3-4,2,2,0,0,1.0
287000.0,4,2.5,8.444407421690585,2.0,0,0,3,2005,0,98001,47.3378,-122.257,27161.56490516164,2-3 Bathrooms,1895.0,31.6,5.212945504097908,False,9.660205067381032,3-4,0,1,0,0,0.0
204000.0,3,1.0,9.398561160701128,1.0,0,0,4,1968,0,98042,47.3621,-122.11,28538.71634190113,Studio or 1 Bathroom,1751.0,35.0,2.4908383265755183,False,8.853808274977197,3-4,2,0,0,2,2.0
1325000.0,5,2.25,9.911406117780423,1.0,0,0,3,1965,0,98004,47.6303,-122.215,7014.182022173278,2-3 Bathrooms,5315.0,21.7,1.3111860331472227,False,10.150386692204734,>4,2,2,0,0,1.0
1040000.0,5,3.25,10.821676481693363,1.0,0,0,4,1973,0,98005,47.6525,-122.16,10803.408134315514,+3 Bathrooms,2945.0,23.2,3.352410320151189,False,10.86801591500877,>4,2,2,0,0,1.0
325000.0,3,2.0,8.6328406149422,1.0,0,0,4,1972,0,98034,47.7362,-122.179,11774.977791220115,1-2 Bathrooms,5386.0,28.1,4.48244499759871,False,9.084890521258767,3-4,0,0,0,0,0.0
571000.0,4,2.0,8.962904128092928,1.5,0,0,5,1916,0,98125,47.7168,-122.287,3434.0030551996606,1-2 Bathrooms,7999.0,28.9,0.604797805729877,False,9.865318286418624,3-4,1,2,0,0,0.0
360000.0,4,2.5,8.517393171418904,2.0,0,0,3,2005,0,98038,47.3608,-122.036,31974.510669866788,2-3 Bathrooms,572.0,38.8,2.1216809184422973,False,9.85434982797458,3-4,0,2,0,0,0.0
349000.0,3,1.75,10.830322498285954,1.0,0,0,5,1965,0,98042,47.3511,-122.073,31108.578682825617,1-2 Bathrooms,1751.0,35.0,2.0286171975106795,False,9.435960853165286,3-4,2,1,0,0,0.0
832500.0,4,4.0,10.466041875887068,2.0,0,0,4,1986,0,98075,47.5822,-121.987,24440.88921715572,+3 Bathrooms,2675.0,32.3,5.451455094713356,False,10.442929787247998,3-4,2,2,0,0,0.0
380000.0,4,1.75,8.895766604056085,1.0,0,0,3,1956,0,98008,47.6034,-122.125,14308.5280470708,1-2 Bathrooms,4695.0,23.6,1.009016221951618,False,9.419060402624668,3-4,1,1,0,0,0.0
480000.0,3,1.0,8.529319371214077,1.0,0,0,3,1941,0,98116,47.5636,-122.394,5918.515569445797,Studio or 1 Bathroom,9060.0,32.7,0.9125020264226686,False,8.893023494394711,3-4,0,0,0,2,2.0
410000.0,3,1.0,8.529319371214077,1.0,0,0,4,1956,0,98133,47.7073,-122.34,986.7137948430376,Studio or 1 Bathroom,7038.0,30.4,2.497463797799838,False,9.197356444417888,3-4,0,0,0,2,2.0
720000.0,4,2.5,10.588703362769794,2.0,0,0,3,2002,0,98010,47.342,-122.025,34111.74860736856,2-3 Bathrooms,401.0,36.9,0.7309008143474741,False,10.448743588106625,3-4,2,2,0,0,0.0
390000.0,3,2.5,8.537191877922927,2.0,0,0,3,2003,0,98038,47.3512,-122.008,34171.589888896044,2-3 Bathrooms,572.0,38.8,2.3681104670308155,False,9.841665338892785,3-4,0,2,0,0,0.0
360000.0,4,2.5,8.681011276645632,2.0,0,0,3,1992,0,98038,47.349,-122.031,33222.518171911346,2-3 Bathrooms,572.0,38.8,0.96556009687175,False,9.495594499353297,3-4,0,1,0,0,0.0
355000.0,2,1.0,8.812992231969966,1.0,0,0,3,1948,0,98118,47.5474,-122.291,3873.8567560238366,Studio or 1 Bathroom,7844.0,31.2,2.7049989188980543,False,9.556833658307777,<3,1,1,1,1,-1.0
356000.0,3,1.5,9.072571442231286,1.0,0,0,3,1964,0,98059,47.4811,-122.149,16415.951843793646,1-2 Bathrooms,2541.0,30.8,5.562702372437912,False,9.506065016071148,3-4,1,1,0,0,0.0
315000.0,3,1.0,8.800113946766308,1.0,0,0,3,1952,0,98125,47.7264,-122.31,2902.096016091787,Studio or 1 Bathroom,7999.0,28.9,2.1421615201656063,False,8.658866349732383,3-4,1,0,0,2,2.0
940000.0,3,1.5,8.188966863648876,2.0,0,0,3,1925,0,98119,47.6337,-122.365,3219.566881493093,1-2 Bathrooms,10846.0,25.5,1.0937274030688626,False,9.865837605084222,3-4,0,2,0,0,0.0
305000.0,5,2.25,9.036106025364846,1.5,0,0,5,1961,0,98092,47.2909,-122.189,33371.73998953111,2-3 Bathrooms,1185.0,34.2,8.119639845755854,False,9.832045255081763,>4,1,2,0,0,1.0
461000.0,3,3.25,8.744966011114109,2.0,0,0,3,2006,0,98056,47.5228,-122.199,10562.338140052152,+3 Bathrooms,4879.0,29.6,0.6704135488916575,False,10.123867288027606,3-4,1,2,0,0,0.0
215000.0,2,2.25,7.621195162809845,2.0,0,0,4,1979,0,98056,47.518,-122.194,11184.371365761368,2-3 Bathrooms,4879.0,29.6,0.9839560470179806,False,9.329988334242078,<3,0,0,0,0,1.0
335000.0,2,1.75,6.9726062513017535,2.0,0,0,3,2006,0,98136,47.5394,-122.387,7184.000863088093,1-2 Bathrooms,7517.0,30.6,0.7516129141044404,False,8.88336291691676,<3,0,0,0,0,1.0
243500.0,4,2.5,8.909775673693389,2.0,0,0,3,1988,0,98023,47.2897,-122.372,32510.40036687405,2-3 Bathrooms,5049.0,34.9,1.8126304214569016,False,9.536834420213353,3-4,1,1,0,0,0.0
1099880.0,5,2.75,8.756839814829462,2.0,0,0,4,2001,0,98199,47.6506,-122.391,5862.59026591186,2-3 Bathrooms,5406.0,27.4,0.8735301775299608,False,10.468829770273567,>4,1,2,0,0,1.0
153000.0,3,1.0,9.259225769705994,1.0,0,0,3,1962,0,98023,47.322,-122.351,28753.19551977908,Studio or 1 Bathroom,5049.0,34.9,1.7467137182413837,False,9.036106025364846,3-4,2,0,0,2,2.0
430000.0,3,1.5,8.517393171418904,1.0,0,0,3,1939,0,98117,47.687,-122.386,4659.3943233512655,1-2 Bathrooms,9392.0,30.0,1.7076983100837118,False,9.444700778495557,3-4,0,1,0,0,0.0
700000.0,3,1.5,8.517393171418904,1.0,0,0,3,1939,0,98117,47.687,-122.386,4659.3943233512655,1-2 Bathrooms,9392.0,30.0,1.7076983100837118,False,9.444700778495557,3-4,0,1,0,0,0.0
905000.0,4,2.5,9.235130540783402,1.0,0,0,3,1946,1991,98040,47.5873,-122.249,4812.6364292517055,2-3 Bathrooms,3997.0,26.9,0.3744058695199339,True,10.047631185616188,3-4,2,2,0,0,1.0
247500.0,3,1.75,9.660268836790868,1.0,0,0,3,1967,0,98032,47.3576,-122.277,24783.135973726145,1-2 Bathrooms,2299.0,30.0,3.53261629305434,False,9.526682784921174,3-4,2,1,0,0,0.0
199000.0,4,1.5,8.764209507142004,1.0,0,0,4,1975,0,98023,47.3036,-122.378,31050.317639137324,1-2 Bathrooms,5049.0,34.9,2.5247675231919544,False,9.002208578282412,3-4,1,0,0,0,0.0
314000.0,3,1.75,10.640675541671662,1.0,0,0,5,1980,0,98038,47.4109,-121.958,32577.564388702507,1-2 Bathrooms,572.0,38.8,9.842757594566324,False,9.447071196798909,3-4,2,1,0,0,0.0
437500.0,3,2.5,10.514556622060466,2.0,0,2,3,1992,0,98045,47.4838,-121.714,46251.94101397077,2-3 Bathrooms,91.0,30.2,8.026246966081063,False,9.946594933570061,3-4,2,2,0,0,0.0
850830.0,3,2.5,9.491148875484791,1.5,0,0,5,1910,0,98102,47.6415,-122.315,1221.620768848048,2-3 Bathrooms,19956.0,26.2,0.0982253973709944,True,9.832582139020353,3-4,2,2,1,1,-1.0
555000.0,3,2.0,8.154500175151941,1.5,0,0,4,1929,0,98117,47.6775,-122.372,4213.448172572851,1-2 Bathrooms,9392.0,30.0,1.862317106320072,False,9.536834420213353,3-4,0,1,0,0,0.0
699950.0,3,2.25,11.586120163073273,2.0,0,0,4,1983,0,98077,47.7731,-122.08,20166.024093497326,2-3 Bathrooms,802.0,31.1,13.095695918479755,False,9.771155440487087,3-4,2,1,0,0,0.0
1088000.0,3,2.5,9.001346243766392,2.0,0,0,3,1950,2010,98004,47.5814,-122.196,8719.392363726114,2-3 Bathrooms,5315.0,21.7,0.2981578774784778,True,10.058823244245096,3-4,1,2,0,0,1.0
290000.0,3,1.0,10.43176008990584,1.0,0,0,3,1954,0,98058,47.4375,-122.184,18470.52675858299,Studio or 1 Bathroom,2252.0,34.9,3.919239388169105,False,9.044403844431551,3-4,2,0,0,2,2.0
375000.0,3,2.5,9.21094019204815,1.0,0,0,4,1978,0,98058,47.4431,-122.133,20265.11353100107,2-3 Bathrooms,2252.0,34.9,1.1650918367082486,False,9.837401167408268,3-4,2,2,0,0,0.0
460000.0,3,1.0,8.295548516225763,1.5,0,0,4,1939,0,98117,47.6878,-122.38,4208.964831222382,Studio or 1 Bathroom,9392.0,30.0,1.850643719930938,False,9.366574594006819,3-4,0,1,0,2,2.0
188500.0,2,1.75,7.821643126239982,1.0,0,0,4,1985,0,98198,47.3813,-122.322,22021.727180792408,1-2 Bathrooms,5039.0,30.1,0.2921640467301921,True,9.202409001649903,<3,0,0,1,1,-1.0
680000.0,4,2.5,10.24131601192848,2.0,0,0,4,1991,0,98077,47.7304,-122.082,18523.26205262101,2-3 Bathrooms,802.0,31.1,8.355334202449988,False,10.354595018522993,3-4,2,2,0,0,0.0
470000.0,5,1.75,9.42084437974393,2.0,0,0,4,1942,0,98052,47.6417,-122.109,14660.42211718747,1-2 Bathrooms,3741.0,25.0,0.5359613802344236,False,9.561771591591862,>4,2,1,0,0,1.0
597750.0,4,2.5,9.172119159155985,2.0,0,0,3,1984,0,98027,47.5386,-122.053,19999.18294938369,2-3 Bathrooms,487.0,29.3,2.389910406986634,False,9.824498456285756,3-4,2,2,0,0,0.0
570000.0,3,1.75,8.110427237575024,1.0,0,0,5,1905,0,98103,47.6823,-122.349,2549.810648503348,1-2 Bathrooms,11391.0,27.1,0.4106769716100029,True,8.93075873555827,3-4,0,0,1,1,-1.0
272500.0,3,1.75,9.441531454869693,1.0,0,0,4,1980,0,98038,47.3624,-122.031,32086.85282985507,1-2 Bathrooms,572.0,38.8,2.3539865742688137,False,9.285540604539118,3-4,2,0,0,0,0.0
329950.0,3,1.75,8.694502206386648,1.0,0,2,3,1971,0,98108,47.5474,-122.295,3761.947157399228,1-2 Bathrooms,3221.0,29.5,2.8344528732112524,False,9.586102000710904,3-4,0,1,0,0,0.0
480000.0,4,2.5,9.691036630760662,2.0,0,3,3,2001,0,98001,47.3183,-122.253,29350.306833541177,2-3 Bathrooms,1895.0,31.6,6.385874712913057,False,10.277496392686066,3-4,2,2,0,0,0.0
740500.0,3,3.5,8.756367559802975,2.0,0,0,3,1900,1999,98117,47.6981,-122.368,3016.2742521133428,+3 Bathrooms,9392.0,30.0,1.486871113894786,False,10.464274083455889,3-4,1,2,0,0,0.0
518500.0,3,3.5,7.005789019253503,3.0,0,0,3,2010,0,98103,47.6824,-122.347,2406.2603819701976,+3 Bathrooms,11391.0,27.1,0.3015977929742065,True,9.45100945015621,3-4,0,1,1,1,-1.0
205425.0,2,1.0,8.821879862683842,1.0,0,0,4,1945,0,98178,47.5009,-122.248,9950.10848981018,Studio or 1 Bathroom,5364.0,32.9,1.223991792328021,False,8.571870752706934,<3,1,0,0,2,0.0
171800.0,4,2.0,9.169622538697624,1.0,0,0,3,1950,0,98168,47.4965,-122.303,9224.759868634354,1-2 Bathrooms,3954.0,27.8,4.1018837683631,False,9.150696519048667,3-4,2,0,0,0,0.0
535000.0,4,1.0,8.000684784514748,1.5,0,0,4,1925,0,98144,47.587,-122.294,1596.0177642009494,Studio or 1 Bathroom,9389.0,29.3,0.5553685881042412,False,9.329988334242078,3-4,0,0,0,2,2.0
660000.0,3,2.5,8.775703886567738,1.0,0,2,3,1964,0,98177,47.7728,-122.386,8852.935640287444,2-3 Bathrooms,3647.0,29.5,0.6171329379902081,False,9.862717639992917,3-4,1,2,0,0,0.0
391500.0,3,2.0,9.11964950669168,1.0,0,0,3,1987,0,98034,47.7288,-122.226,8173.710154520481,1-2 Bathrooms,5386.0,28.1,2.776380405225244,False,9.225327501784431,3-4,1,0,0,0,0.0
395000.0,2,1.0,8.699681400989514,1.0,0,0,3,1953,0,98117,47.6999,-122.364,2691.3561685482905,Studio or 1 Bathroom,9392.0,30.0,1.570772143203636,False,8.438366410870266,<3,0,0,1,1,-1.0
445000.0,4,1.75,8.38958706681109,1.5,0,0,5,1924,0,98118,47.5299,-122.266,6482.588245621898,1-2 Bathrooms,7844.0,31.2,0.2108890695297823,True,9.595670797663967,3-4,0,1,0,0,1.0
