price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,lat,long,nearest_station_distance_km,bathroom_category,density,commute_time,grade_living
785000.0,4,2.5,13416,2.0,0,0,4,1981,0,98007,47.6194,-122.151,11968.0545593283,2-3 Bathrooms,6617.0,22.7,20610
450000.0,3,1.75,5963,1.0,0,0,4,1953,0,98115,47.6796,-122.301,1149.217270217336,1-2 Bathrooms,8197.0,26.8,8750
1350000.0,3,2.5,65005,1.0,1,2,5,1953,0,98070,47.4041,-122.451,22116.77945342861,2-3 Bathrooms,295.0,36.8,24777
228000.0,3,1.0,9199,1.0,0,0,3,1955,0,98148,47.4258,-122.322,17078.10230547593,Studio or 1 Bathroom,4084.0,26.3,8330
345000.0,5,2.5,9134,1.0,0,0,4,1966,0,98056,47.4934,-122.189,13292.21619810257,2-3 Bathrooms,4879.0,29.6,25200
600000.0,3,1.75,4080,1.0,0,0,4,1950,0,98117,47.6808,-122.384,4823.797318950103,1-2 Bathrooms,9392.0,30.0,9870
585000.0,2,1.75,8550,1.0,0,0,3,1981,0,98117,47.6989,-122.369,3077.347324186164,1-2 Bathrooms,9392.0,30.0,13860
920000.0,5,2.25,6000,1.5,0,0,3,1927,0,98105,47.6571,-122.281,1887.8634022824249,2-3 Bathrooms,12890.0,25.1,21840
885000.0,4,2.5,5000,2.0,0,0,3,1995,0,98105,47.6597,-122.29,1494.770327038284,2-3 Bathrooms,12890.0,25.1,25470
292500.0,4,2.5,4495,2.0,0,0,3,2008,0,98042,47.3663,-122.114,27982.586906857665,2-3 Bathrooms,1751.0,35.0,15750
301000.0,3,2.5,4750,2.0,0,0,3,2003,0,98042,47.3663,-122.122,27665.85057590788,2-3 Bathrooms,1751.0,35.0,19360
951000.0,5,3.25,14342,2.0,0,4,4,1968,0,98008,47.588,-122.116,14765.541829962644,+3 Bathrooms,4695.0,23.6,26000
430000.0,4,3.0,9976,2.0,0,0,3,1991,0,98059,47.5059,-122.149,14725.357547372252,2-3 Bathrooms,2541.0,30.8,14800
650000.0,3,2.25,21235,1.0,0,3,4,1959,0,98166,47.4336,-122.339,16322.3575468351,2-3 Bathrooms,3913.0,28.5,17200
289000.0,3,1.75,8400,1.0,0,0,3,1954,0,98148,47.4366,-122.335,15955.770273682518,1-2 Bathrooms,4084.0,26.3,8820
505000.0,3,1.75,8690,2.0,0,0,5,1973,0,98166,47.4428,-122.344,15362.906427903432,1-2 Bathrooms,3913.0,28.5,20152
549000.0,3,1.75,1044,3.0,0,0,3,2014,0,98115,47.6765,-122.32,315.9006610248215,1-2 Bathrooms,8197.0,26.8,12320
425000.0,3,2.25,6000,1.0,0,0,3,1979,0,98122,47.6113,-122.297,1932.5955402764328,2-3 Bathrooms,17787.0,26.5,11620
317625.0,3,2.75,3809,1.5,0,0,5,1925,0,98144,47.5747,-122.304,778.5288824917103,2-3 Bathrooms,9389.0,29.3,19390
975000.0,4,2.5,11049,2.0,0,0,3,1989,0,98004,47.5815,-122.192,9020.490033622908,2-3 Bathrooms,5315.0,21.7,27200
287000.0,4,2.5,4648,2.0,0,0,3,2005,0,98001,47.3378,-122.257,27161.56490516164,2-3 Bathrooms,1895.0,31.6,15680
204000.0,3,1.0,12070,1.0,0,0,4,1968,0,98042,47.3621,-122.11,28538.71634190113,Studio or 1 Bathroom,1751.0,35.0,7000
1325000.0,5,2.25,20158,1.0,0,0,3,1965,0,98004,47.6303,-122.215,7014.182022173278,2-3 Bathrooms,5315.0,21.7,25600
1040000.0,5,3.25,50094,1.0,0,0,4,1973,0,98005,47.6525,-122.16,10803.408134315514,+3 Bathrooms,2945.0,23.2,52470
325000.0,3,2.0,5612,1.0,0,0,4,1972,0,98034,47.7362,-122.179,11774.977791220115,1-2 Bathrooms,5386.0,28.1,8820
571000.0,4,2.0,7807,1.5,0,0,5,1916,0,98125,47.7168,-122.287,3434.0030551996606,1-2 Bathrooms,7999.0,28.9,19250
360000.0,4,2.5,5000,2.0,0,0,3,2005,0,98038,47.3608,-122.036,31974.510669866788,2-3 Bathrooms,572.0,38.8,19040
349000.0,3,1.75,50529,1.0,0,0,5,1965,0,98042,47.3511,-122.073,31108.578682825617,1-2 Bathrooms,1751.0,35.0,12530
832500.0,4,4.0,35102,2.0,0,0,4,1986,0,98075,47.5822,-121.987,24440.88921715572,+3 Bathrooms,2675.0,32.3,34300
380000.0,4,1.75,7300,1.0,0,0,3,1956,0,98008,47.6034,-122.125,14308.5280470708,1-2 Bathrooms,4695.0,23.6,12320
480000.0,3,1.0,5060,1.0,0,0,3,1941,0,98116,47.5636,-122.394,5918.515569445797,Studio or 1 Bathroom,9060.0,32.7,7280
410000.0,3,1.0,5060,1.0,0,0,4,1956,0,98133,47.7073,-122.34,986.7137948430376,Studio or 1 Bathroom,7038.0,30.4,9870
720000.0,4,2.5,39683,2.0,0,0,3,2002,0,98010,47.342,-122.025,34111.74860736856,2-3 Bathrooms,401.0,36.9,34500
390000.0,3,2.5,5100,2.0,0,0,3,2003,0,98038,47.3512,-122.008,34171.589888896044,2-3 Bathrooms,572.0,38.8,18800
360000.0,4,2.5,5889,2.0,0,0,3,1992,0,98038,47.349,-122.031,33222.518171911346,2-3 Bathrooms,572.0,38.8,13300
355000.0,2,1.0,6720,1.0,0,0,3,1948,0,98118,47.5474,-122.291,3873.8567560238366,Studio or 1 Bathroom,7844.0,31.2,14140
356000.0,3,1.5,8712,1.0,0,0,3,1964,0,98059,47.4811,-122.149,16415.951843793646,1-2 Bathrooms,2541.0,30.8,13440
315000.0,3,1.0,6634,1.0,0,0,3,1952,0,98125,47.7264,-122.31,2902.096016091787,Studio or 1 Bathroom,7999.0,28.9,5760
940000.0,3,1.5,3600,2.0,0,0,3,1925,0,98119,47.6337,-122.365,3219.566881493093,1-2 Bathrooms,10846.0,25.5,19260
305000.0,5,2.25,8400,1.5,0,0,5,1961,0,98092,47.2909,-122.189,33371.73998953111,2-3 Bathrooms,1185.0,34.2,18620
461000.0,3,3.25,6278,2.0,0,0,3,2006,0,98056,47.5228,-122.199,10562.338140052152,+3 Bathrooms,4879.0,29.6,24930
215000.0,2,2.25,2040,2.0,0,0,4,1979,0,98056,47.518,-122.194,11184.371365761368,2-3 Bathrooms,4879.0,29.6,11270
335000.0,2,1.75,1066,2.0,0,0,3,2006,0,98136,47.5394,-122.387,7184.000863088093,1-2 Bathrooms,7517.0,30.6,7210
243500.0,4,2.5,7403,2.0,0,0,3,1988,0,98023,47.2897,-122.372,32510.40036687405,2-3 Bathrooms,5049.0,34.9,13860
1099880.0,5,2.75,6353,2.0,0,0,4,2001,0,98199,47.6506,-122.391,5862.59026591186,2-3 Bathrooms,5406.0,27.4,35200
153000.0,3,1.0,10500,1.0,0,0,3,1962,0,98023,47.322,-122.351,28753.19551977908,Studio or 1 Bathroom,5049.0,34.9,8400
430000.0,3,1.5,5000,1.0,0,0,3,1939,0,98117,47.687,-122.386,4659.3943233512655,1-2 Bathrooms,9392.0,30.0,12640
700000.0,3,1.5,5000,1.0,0,0,3,1939,0,98117,47.687,-122.386,4659.3943233512655,1-2 Bathrooms,9392.0,30.0,12640
905000.0,4,2.5,10250,1.0,0,0,3,1946,1991,98040,47.5873,-122.249,4812.6364292517055,2-3 Bathrooms,3997.0,26.9,23100
247500.0,3,1.75,15681,1.0,0,0,3,1967,0,98032,47.3576,-122.277,24783.135973726145,1-2 Bathrooms,2299.0,30.0,13720
199000.0,4,1.5,6400,1.0,0,0,4,1975,0,98023,47.3036,-122.378,31050.317639137324,1-2 Bathrooms,5049.0,34.9,8120
314000.0,3,1.75,41800,1.0,0,0,5,1980,0,98038,47.4109,-121.958,32577.564388702507,1-2 Bathrooms,572.0,38.8,12670
437500.0,3,2.5,36847,2.0,0,2,3,1992,0,98045,47.4838,-121.714,46251.94101397077,2-3 Bathrooms,91.0,30.2,20880
850830.0,3,2.5,13241,1.5,0,0,5,1910,0,98102,47.6415,-122.315,1221.620768848048,2-3 Bathrooms,19956.0,26.2,18630
555000.0,3,2.0,3478,1.5,0,0,4,1929,0,98117,47.6775,-122.372,4213.448172572851,1-2 Bathrooms,9392.0,30.0,13860
699950.0,3,2.25,107593,2.0,0,0,4,1983,0,98077,47.7731,-122.08,20166.024093497326,2-3 Bathrooms,802.0,31.1,17520
1088000.0,3,2.5,8113,2.0,0,0,3,1950,2010,98004,47.5814,-122.196,8719.392363726114,2-3 Bathrooms,5315.0,21.7,23360
290000.0,3,1.0,33919,1.0,0,0,3,1954,0,98058,47.4375,-122.184,18470.52675858299,Studio or 1 Bathroom,2252.0,34.9,8470
375000.0,3,2.5,10005,1.0,0,0,4,1978,0,98058,47.4431,-122.133,20265.11353100107,2-3 Bathrooms,2252.0,34.9,18720
460000.0,3,1.0,4005,1.5,0,0,4,1939,0,98117,47.6878,-122.38,4208.964831222382,Studio or 1 Bathroom,9392.0,30.0,11690
188500.0,2,1.75,2493,1.0,0,0,4,1985,0,98198,47.3813,-122.322,22021.727180792408,1-2 Bathrooms,5039.0,30.1,9920
680000.0,4,2.5,28037,2.0,0,0,4,1991,0,98077,47.7304,-122.082,18523.26205262101,2-3 Bathrooms,802.0,31.1,31400
470000.0,5,1.75,12342,2.0,0,0,4,1942,0,98052,47.6417,-122.109,14660.42211718747,1-2 Bathrooms,3741.0,25.0,14210
597750.0,4,2.5,9624,2.0,0,0,3,1984,0,98027,47.5386,-122.053,19999.18294938369,2-3 Bathrooms,487.0,29.3,18480
570000.0,3,1.75,3328,1.0,0,0,5,1905,0,98103,47.6823,-122.349,2549.810648503348,1-2 Bathrooms,11391.0,27.1,7560
272500.0,3,1.75,12600,1.0,0,0,4,1980,0,98038,47.3624,-122.031,32086.85282985507,1-2 Bathrooms,572.0,38.8,10780
329950.0,3,1.75,5969,1.0,0,2,3,1971,0,98108,47.5474,-122.295,3761.947157399228,1-2 Bathrooms,3221.0,29.5,14560
480000.0,4,2.5,16171,2.0,0,3,3,2001,0,98001,47.3183,-122.253,29350.306833541177,2-3 Bathrooms,1895.0,31.6,29070
740500.0,3,3.5,6350,2.0,0,0,3,1900,1999,98117,47.6981,-122.368,3016.2742521133428,+3 Bathrooms,9392.0,30.0,35040
518500.0,3,3.5,1102,3.0,0,0,3,2010,0,98103,47.6824,-122.347,2406.2603819701976,+3 Bathrooms,11391.0,27.1,12720
205425.0,2,1.0,6780,1.0,0,0,4,1945,0,98178,47.5009,-122.248,9950.10848981018,Studio or 1 Bathroom,5364.0,32.9,5280
171800.0,4,2.0,9600,1.0,0,0,3,1950,0,98168,47.4965,-122.303,9224.759868634354,1-2 Bathrooms,3954.0,27.8,9420
535000.0,4,1.0,2982,1.5,0,0,4,1925,0,98144,47.587,-122.294,1596.0177642009494,Studio or 1 Bathroom,9389.0,29.3,11270
660000.0,3,2.5,6474,1.0,0,2,3,1964,0,98177,47.7728,-122.386,8852.935640287444,2-3 Bathrooms,3647.0,29.5,19200
391500.0,3,2.0,9132,1.0,0,0,3,1987,0,98034,47.7288,-122.226,8173.710154520481,1-2 Bathrooms,5386.0,28.1,10150
395000.0,2,1.0,6000,1.0,0,0,3,1953,0,98117,47.6999,-122.364,2691.3561685482905,Studio or 1 Bathroom,9392.0,30.0,4620
445000.0,4,1.75,4400,1.5,0,0,5,1924,0,98118,47.5299,-122.266,6482.588245621898,1-2 Bathrooms,7844.0,31.2,14700
770000.0,3,2.25,10204,2.0,0,0,3,1990,0,98052,47.6897,-122.098,16074.406439909571,2-3 Bathrooms,3741.0,25.0,26190
1450000.0,4,2.75,17789,1.5,0,0,3,1914,1992,98004,47.6141,-122.212,7954.733277356786,2-3 Bathrooms,5315.0,21.7,22000
445000.0,3,2.25,8201,1.0,0,2,3,1967,0,98178,47.5091,-122.244,9323.848299657318,2-3 Bathrooms,5364.0,32.9,16800
260000.0,4,2.25,8811,1.0,0,0,3,1978,0,98023,47.3129,-122.39,30193.716051890373,2-3 Bathrooms,5049.0,34.9,17280
822500.0,5,3.5,4960,2.0,0,0,5,1926,0,98103,47.6763,-122.352,2713.4410324655178,+3 Bathrooms,11391.0,27.1,16240
430000.0,4,2.5,4310,2.0,0,0,3,2004,0,98065,47.5319,-121.85,35157.956262480635,2-3 Bathrooms,224.0,32.6,14490
212000.0,3,1.75,7875,1.0,0,0,4,1986,0,98092,47.2761,-122.152,35797.33471106648,1-2 Bathrooms,1185.0,34.2,7420
660500.0,4,2.25,9603,1.0,0,0,3,1986,0,98027,47.5343,-122.054,20040.50178350373,2-3 Bathrooms,487.0,29.3,16080
784000.0,3,3.5,111078,1.5,0,0,3,1989,0,98052,47.697,-122.072,18175.537622076765,+3 Bathrooms,3741.0,25.0,35550
453246.0,3,2.5,2287,2.0,0,0,3,2014,0,98029,47.5517,-121.998,23815.884120029325,2-3 Bathrooms,3095.0,33.1,16080
675000.0,4,3.5,2278,3.0,0,0,3,2005,0,98107,47.6734,-122.38,4824.446170580488,+3 Bathrooms,12484.0,30.0,19260
199000.0,3,1.75,17390,1.0,0,0,4,1956,0,98003,47.3257,-122.296,28215.314786265844,1-2 Bathrooms,4392.0,32.4,9240
220000.0,4,1.75,7840,1.0,0,0,3,1968,0,98003,47.3309,-122.299,27628.8551497979,1-2 Bathrooms,4392.0,32.4,14140
452000.0,4,2.25,10002,1.0,0,0,4,1968,0,98028,47.7689,-122.266,8651.777018296656,2-3 Bathrooms,3833.0,33.1,20720
382500.0,2,1.0,4440,1.0,0,0,3,1981,0,98125,47.7135,-122.287,3291.21084617428,Studio or 1 Bathroom,7999.0,28.9,7140
519950.0,3,2.25,1249,3.0,0,0,3,2014,0,98107,47.6722,-122.381,4909.055599705413,2-3 Bathrooms,12484.0,30.0,9360
665000.0,2,1.0,3200,1.0,0,0,3,1925,0,98119,47.6338,-122.358,2910.1276198942146,Studio or 1 Bathroom,10846.0,25.5,7770
527700.0,5,2.5,9375,1.0,0,0,4,1968,0,98006,47.5707,-122.128,13865.72196457756,2-3 Bathrooms,3524.0,27.6,22560
205000.0,3,1.0,8579,1.0,0,0,4,1962,0,98058,47.4563,-122.171,17304.05499510518,Studio or 1 Bathroom,2252.0,34.9,11270
420000.0,3,1.0,8097,1.0,0,0,4,1923,0,98133,47.7144,-122.351,2104.3402510342357,Studio or 1 Bathroom,7038.0,30.4,7420
500000.0,4,2.25,8517,1.0,0,0,4,1961,0,98006,47.5495,-122.174,10888.940603214587,2-3 Bathrooms,3524.0,27.6,16240
921500.0,4,2.5,315374,2.0,0,0,4,1994,0,98077,47.7421,-122.026,22919.4510489872,2-3 Bathrooms,802.0,31.1,33030
890000.0,4,1.0,4000,2.0,0,0,3,1905,0,98109,47.6354,-122.353,2883.231978411929,Studio or 1 Bathroom,15188.0,22.2,20400
430000.0,2,2.5,60984,2.0,0,0,3,2007,0,98027,47.5262,-121.943,28383.17835409928,2-3 Bathrooms,487.0,29.3,16940
258000.0,5,2.0,12500,1.0,0,0,4,1960,0,98032,47.3887,-122.286,21275.21805735516,1-2 Bathrooms,2299.0,30.0,18080
511000.0,3,1.0,3455,1.0,0,0,3,1947,0,98103,47.6873,-122.336,1763.2746630180554,Studio or 1 Bathroom,11391.0,27.1,10010
532170.0,3,2.0,3090,2.0,0,0,3,1990,0,98103,47.6838,-122.353,2772.754227224442,1-2 Bathrooms,11391.0,27.1,10880
560000.0,3,1.0,5000,1.5,0,0,3,1947,0,98107,47.655,-122.359,3410.2829342961563,Studio or 1 Bathroom,12484.0,30.0,7770
282950.0,3,1.0,8200,1.0,0,0,4,1954,0,98003,47.3255,-122.304,28218.41251969241,Studio or 1 Bathroom,4392.0,32.4,8750
2250000.0,4,3.25,19850,2.0,0,3,3,2006,0,98006,47.562,-122.162,11437.97532668959,+3 Bathrooms,3524.0,27.6,62160
350000.0,1,1.0,5100,1.0,0,0,3,1942,0,98115,47.679,-122.3,1209.6329620566594,Studio or 1 Bathroom,8197.0,26.8,4900
215000.0,3,1.0,7669,1.0,0,0,4,1967,0,98058,47.4479,-122.176,17832.648089199552,Studio or 1 Bathroom,2252.0,34.9,8260
650000.0,5,3.5,25245,2.0,0,0,3,1996,0,98056,47.525,-122.172,12132.910288172625,+3 Bathrooms,4879.0,29.6,35640
320000.0,4,2.75,7500,1.0,0,0,3,1967,0,98023,47.3135,-122.369,29858.9158828613,2-3 Bathrooms,5049.0,34.9,21120
247000.0,3,2.0,7198,1.5,0,0,3,1916,2013,98022,47.2086,-121.996,47610.69720071723,1-2 Bathrooms,30.0,34.4,8890
320000.0,4,1.75,11180,1.0,0,0,4,1968,0,98059,47.4715,-122.118,18885.428463355533,1-2 Bathrooms,2541.0,30.8,14080
255000.0,5,2.25,8632,1.0,0,0,3,1962,0,98146,47.4877,-122.335,10327.0051091562,2-3 Bathrooms,6034.0,29.8,14420
438000.0,3,1.75,9660,1.0,0,0,3,1962,0,98034,47.7171,-122.193,10235.176645096488,1-2 Bathrooms,5386.0,28.1,12460
900000.0,3,2.5,16603,2.0,0,0,3,2000,0,98075,47.6012,-122.023,21784.37671672998,2-3 Bathrooms,2675.0,32.3,34000
441000.0,3,2.75,7280,1.0,0,0,3,1979,0,98034,47.7319,-122.224,8437.885679708139,2-3 Bathrooms,5386.0,28.1,13370
420000.0,3,2.0,38332,1.0,0,0,4,1975,0,98027,47.4582,-122.023,25582.568316689143,1-2 Bathrooms,487.0,29.3,14140
370000.0,3,1.75,7000,1.0,0,0,3,1976,0,98034,47.7209,-122.168,12116.78940206917,1-2 Bathrooms,5386.0,28.1,11060
269950.0,2,1.75,7250,1.0,0,0,5,1949,0,98198,47.408,-122.327,19074.1383559543,1-2 Bathrooms,5039.0,30.1,6700
807100.0,4,2.5,4499,2.0,0,0,3,1999,0,98006,47.565,-122.125,14148.570606999245,2-3 Bathrooms,3524.0,27.6,24120
653000.0,3,2.5,9750,1.0,0,0,4,1979,0,98034,47.7028,-122.231,6979.164426947123,2-3 Bathrooms,5386.0,28.1,21440
371500.0,3,2.0,8336,1.0,0,0,5,1964,0,98133,47.7458,-122.331,4721.930255494793,1-2 Bathrooms,7038.0,30.4,9590
284000.0,3,1.75,21000,1.0,0,0,3,1954,0,98166,47.4776,-122.337,11459.339287728304,1-2 Bathrooms,3913.0,28.5,10920
272000.0,3,1.75,7140,1.0,0,0,4,1978,0,98023,47.3026,-122.374,31113.185111053623,1-2 Bathrooms,5049.0,34.9,15120
313000.0,3,1.5,7912,1.5,0,0,3,1955,0,98133,47.7658,-122.339,6988.025344603323,1-2 Bathrooms,7038.0,30.4,9380
917500.0,4,2.5,35003,2.0,0,0,3,1984,0,98033,47.6477,-122.182,9150.148529430197,2-3 Bathrooms,4318.0,24.4,38800
673000.0,4,2.25,8190,2.0,0,0,4,1980,0,98006,47.5619,-122.125,14191.71854015234,2-3 Bathrooms,3524.0,27.6,20720
425000.0,3,2.5,1100,2.0,0,0,3,2008,0,98122,47.6106,-122.31,1183.7359157546225,2-3 Bathrooms,17787.0,26.5,8960
399950.0,5,2.75,5400,1.0,0,0,3,1986,0,98144,47.5868,-122.308,887.9488365174639,2-3 Bathrooms,9389.0,29.3,13790
385000.0,3,1.0,4800,1.0,0,0,3,1901,0,98122,47.6101,-122.307,1379.7608495424406,Studio or 1 Bathroom,17787.0,26.5,7320
269950.0,3,1.5,7560,1.0,0,2,4,1975,0,98022,47.1976,-121.999,48563.66482559894,1-2 Bathrooms,30.0,34.4,13650
330000.0,2,1.0,8220,1.0,0,0,3,1949,0,98177,47.7224,-122.358,3077.754832386172,Studio or 1 Bathroom,3647.0,29.5,9450
260000.0,3,2.5,5797,2.0,0,0,3,1988,0,98030,47.3505,-122.179,27334.29332234535,2-3 Bathrooms,5499.0,30.7,11690
470000.0,4,3.0,5125,1.5,0,0,4,1925,0,98126,47.5384,-122.376,6628.023387144423,2-3 Bathrooms,7113.0,30.5,16660
589000.0,4,3.0,9600,2.0,0,0,5,1961,0,98034,47.7044,-122.2,9210.20280125738,2-3 Bathrooms,5386.0,28.1,17080
163500.0,2,1.5,3419,2.0,0,0,3,1996,0,98038,47.3848,-122.039,29838.38988510114,1-2 Bathrooms,572.0,38.8,7350
835000.0,4,2.75,13412,2.0,0,0,3,1993,0,98052,47.6993,-122.102,16116.711805766725,2-3 Bathrooms,3741.0,25.0,28170
1095000.0,5,3.0,12850,1.0,0,2,4,1986,0,98033,47.6627,-122.188,8811.556868824688,2-3 Bathrooms,4318.0,24.4,40900
269000.0,4,1.75,10000,1.0,0,0,4,1969,0,98023,47.3099,-122.379,30371.64590937576,1-2 Bathrooms,5049.0,34.9,11920
560000.0,3,2.5,8744,2.0,0,0,3,1987,0,98074,47.62,-122.043,19874.42089468977,2-3 Bathrooms,2896.0,32.7,15200
