id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,quarter,months_since_built,nearest_station_distance_km,bathroom_category,population,density,commute_time
114101516,20140528T000000,310000.0,3,1.0,1430,19901,1.5,0,0,4,7,1430,0,1927,0,98028,47.7558,-122.229,1780,12697,2014,5,2,1048,9453.309329793388,Studio or 1 Bathroom,23556,3833.0,33.1
6054650070,20141007T000000,400000.0,3,1.75,1370,9680,1.0,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,2014,10,4,453,19880.238409448153,1-2 Bathrooms,30370,2896.0,32.7
1175000570,20150312T000000,530000.0,5,2.0,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.394,1360,4850,2015,3,1,1382,5904.901945719374,1-2 Bathrooms,27116,12484.0,30.0
9297300055,20150124T000000,650000.0,4,3.0,2950,5000,2.0,0,3,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,2015,1,1,432,4246.51268290662,2-3 Bathrooms,22030,7113.0,30.5
1875500060,20140731T000000,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,2014,7,3,246,27076.783087664917,1-2 Bathrooms,11290,317.0,35.1
6865200140,20140529T000000,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,2014,5,2,1180,2209.4567039268613,Studio or 1 Bathroom,52210,11391.0,27.1
16000397,20141205T000000,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,2014,12,4,1127,31024.044564439882,Studio or 1 Bathroom,35915,5015.0,29.5
7983200060,20150424T000000,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,2015,4,2,555,27237.41039915039,Studio or 1 Bathroom,50501,4392.0,32.4
6300500875,20140514T000000,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,2014,5,2,808,948.9650278603059,1-2 Bathrooms,50153,7038.0,30.4
2524049179,20140826T000000,2000000.0,3,2.75,3050,44867,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,2014,8,3,559,7956.150022912061,2-3 Bathrooms,25506,3997.0,26.9
7137970340,20140703T000000,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,2014,7,3,234,30084.977421299132,2-3 Bathrooms,50845,1185.0,34.2
8091400200,20140516T000000,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,2014,5,2,352,27422.908825488943,1-2 Bathrooms,39526,5499.0,30.7
3814700200,20141120T000000,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,2014,11,4,358,25147.648268006407,2-3 Bathrooms,39526,5499.0,30.7
1202000200,20141103T000000,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,2014,11,4,886,31324.078121164566,1-2 Bathrooms,35915,5015.0,29.5
1794500383,20140626T000000,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,2014,6,2,1193,3443.1544270117356,1-2 Bathrooms,26094,10846.0,25.5
3303700376,20141201T000000,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,2014,12,4,1271,559.0502100517712,Studio or 1 Bathroom,24412,7621.0,25.4
5101402488,20140624T000000,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,2014,6,2,797,1982.9546429825098,1-2 Bathrooms,53729,8197.0,26.8
1873100390,20150302T000000,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,2015,3,1,122,15813.71184166537,2-3 Bathrooms,75765,3741.0,25.0
8562750320,20141110T000000,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,2014,11,4,142,18741.706200902525,2-3 Bathrooms,27808,487.0,29.3
2426039314,20141201T000000,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,2014,12,4,119,3435.623784742731,1-2 Bathrooms,50153,7038.0,30.4
461000390,20140624T000000,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,2014,6,2,1025,3724.337790933515,1-2 Bathrooms,36365,9392.0,30.0
7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,2014,11,4,1030,3815.762200043457,Studio or 1 Bathroom,36365,9392.0,30.0
7955080270,20141203T000000,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,2014,12,4,407,20503.906928227127,2-3 Bathrooms,42366,2252.0,34.9
9547205180,20140613T000000,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,2014,6,2,1013,753.9704241406612,2-3 Bathrooms,53729,8197.0,26.8
9435300030,20140528T000000,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,2014,5,2,976,12973.438975052974,Studio or 1 Bathroom,75765,3741.0,25.0
2768000400,20141230T000000,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,2014,12,4,1331,3523.3083147854522,1-2 Bathrooms,27116,12484.0,30.0
7895500070,20150213T000000,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,2015,2,1,553,27348.914187382754,Studio or 1 Bathroom,35297,1895.0,31.6
2078500320,20140620T000000,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,2014,6,2,221,11329.763710248719,2-3 Bathrooms,36950,4879.0,29.6
5547700270,20140715T000000,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,2014,7,3,174,21166.951904848815,2-3 Bathrooms,30370,2896.0,32.7
7766200013,20140811T000000,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,2014,8,3,367,15159.227412603392,2-3 Bathrooms,22599,3913.0,28.5
7203220400,20140707T000000,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,2014,7,3,6,21957.553349768616,2-3 Bathrooms,22857,827.0,32.5
9270200160,20141028T000000,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,2014,10,4,1113,3855.6425289211866,Studio or 1 Bathroom,26094,10846.0,25.5
1432701230,20140729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,2014,7,3,666,17821.49100012876,Studio or 1 Bathroom,42366,2252.0,34.9
8035350320,20140718T000000,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,2014,7,3,138,26502.252703285056,2-3 Bathrooms,11290,317.0,35.1
8945200830,20150325T000000,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,2015,3,1,590,30639.841393349303,Studio or 1 Bathroom,51811,5049.0,34.9
4178300310,20140716T000000,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,2014,7,3,402,11968.0545593283,2-3 Bathrooms,28576,6617.0,22.7
9215400105,20150428T000000,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,2015,4,2,747,1149.217270217336,1-2 Bathrooms,53729,8197.0,26.8
822039084,20150311T000000,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,2015,3,1,746,22116.77945342861,2-3 Bathrooms,10886,295.0,36.8
5245600105,20140916T000000,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,2014,9,3,716,17078.10230547593,Studio or 1 Bathroom,11068,4084.0,26.3
7231300125,20150217T000000,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,2015,2,1,589,13292.21619810257,2-3 Bathrooms,36950,4879.0,29.6
7518505990,20141231T000000,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,2014,12,4,779,4823.797318950103,1-2 Bathrooms,36365,9392.0,30.0
3626039271,20150205T000000,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,2015,2,1,409,3077.347324186164,1-2 Bathrooms,36365,9392.0,30.0
4217401195,20150303T000000,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,2015,3,1,1058,1887.8634022824247,2-3 Bathrooms,49448,12890.0,25.1
9822700295,20140512T000000,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,2014,5,2,232,1494.770327038284,2-3 Bathrooms,49448,12890.0,25.1
9478500640,20140819T000000,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,2014,8,3,79,27982.586906857665,2-3 Bathrooms,48639,1751.0,35.0
2799800710,20150407T000000,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,2015,4,2,147,27665.85057590788,2-3 Bathrooms,48639,1751.0,35.0
7922800400,20140827T000000,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,2014,8,3,559,14765.541829962644,+3 Bathrooms,26091,4695.0,23.6
8079040320,20150223T000000,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,2015,2,1,289,14725.357547372252,2-3 Bathrooms,41076,2541.0,30.8
1516000055,20141210T000000,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,2014,12,4,671,16322.357546835101,2-3 Bathrooms,22599,3913.0,28.5
9558200045,20140828T000000,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,2014,8,3,727,15955.770273682518,1-2 Bathrooms,11068,4084.0,26.3
5072410070,20141021T000000,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,2014,10,4,501,15362.906427903432,1-2 Bathrooms,22599,3913.0,28.5
9528102996,20141207T000000,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,2014,12,4,11,315.9006610248215,1-2 Bathrooms,53729,8197.0,26.8
1189001180,20140603T000000,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,2014,6,2,425,1932.5955402764332,2-3 Bathrooms,41541,17787.0,26.5
3253500160,20141120T000000,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,2014,11,4,1078,778.5288824917103,2-3 Bathrooms,31648,9389.0,29.3
3394100030,20140909T000000,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,2014,9,3,308,9020.490033622908,2-3 Bathrooms,38632,5315.0,21.7
3717000160,20141009T000000,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,2014,10,4,117,27161.56490516164,2-3 Bathrooms,35297,1895.0,31.6
1274500060,20140825T000000,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,2014,8,3,559,28538.716341901134,Studio or 1 Bathroom,48639,1751.0,35.0
1802000060,20140612T000000,1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,2014,6,2,593,7014.182022173278,2-3 Bathrooms,38632,5315.0,21.7
1525059190,20140912T000000,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,2014,9,3,500,10803.408134315514,+3 Bathrooms,21603,2945.0,23.2
1049000060,20150105T000000,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,2015,1,1,516,11774.977791220117,1-2 Bathrooms,52841,5386.0,28.1
8820901275,20140610T000000,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,2014,6,2,1181,3434.0030551996606,1-2 Bathrooms,43386,7999.0,28.9
5416510140,20140710T000000,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,2014,7,3,114,31974.510669866788,2-3 Bathrooms,37624,572.0,38.8
3444100400,20150316T000000,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,2015,3,1,602,31108.578682825617,1-2 Bathrooms,48639,1751.0,35.0
3276920270,20141105T000000,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,2014,11,4,346,24440.88921715572,+3 Bathrooms,25762,2675.0,32.3
4036801170,20141013T000000,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,2014,10,4,705,14308.5280470708,1-2 Bathrooms,26091,4695.0,23.6
2391600320,20150420T000000,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,2015,4,2,891,5918.515569445797,Studio or 1 Bathroom,27190,9060.0,32.7
6300000287,20140609T000000,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,2014,6,2,701,986.7137948430375,Studio or 1 Bathroom,50153,7038.0,30.4
1531000030,20150323T000000,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,2015,3,1,158,34111.74860736856,2-3 Bathrooms,5963,401.0,36.9
5104520400,20141202T000000,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,2014,12,4,143,34171.589888896044,2-3 Bathrooms,37624,572.0,38.8
7437100340,20141222T000000,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,2014,12,4,275,33222.518171911346,2-3 Bathrooms,37624,572.0,38.8
9418400240,20141028T000000,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,2014,10,4,801,3873.8567560238366,Studio or 1 Bathroom,48937,7844.0,31.2
1523059105,20150128T000000,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,2015,1,1,612,16415.951843793646,1-2 Bathrooms,41076,2541.0,30.8
1133000671,20140602T000000,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,2014,6,2,749,2902.096016091787,Studio or 1 Bathroom,43386,7999.0,28.9
4232902595,20141114T000000,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,2014,11,4,1078,3219.566881493093,1-2 Bathrooms,26094,10846.0,25.5
2599001200,20141103T000000,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,2014,11,4,646,33371.73998953111,2-3 Bathrooms,50845,1185.0,34.2
3342103156,20140618T000000,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,2014,6,2,101,10562.338140052152,+3 Bathrooms,36950,4879.0,29.6
1332700270,20140519T000000,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,2014,5,2,424,11184.371365761368,2-3 Bathrooms,36950,4879.0,29.6
3869900162,20140904T000000,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,2014,9,3,104,7184.000863088093,1-2 Bathrooms,17245,7517.0,30.6
2791500270,20140522T000000,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,2014,5,2,316,32510.40036687405,2-3 Bathrooms,51811,5049.0,34.9
5036300431,20150311T000000,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,2015,3,1,170,5862.59026591186,2-3 Bathrooms,22890,5406.0,27.4
4168000060,20150226T000000,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,2015,2,1,637,28753.19551977908,Studio or 1 Bathroom,51811,5049.0,34.9
6021501535,20140725T000000,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,7,3,906,4659.3943233512655,1-2 Bathrooms,36365,9392.0,30.0
6021501535,20141223T000000,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,12,4,911,4659.3943233512655,1-2 Bathrooms,36365,9392.0,30.0
1483300570,20140908T000000,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,2014,9,3,824,4812.6364292517055,2-3 Bathrooms,25506,3997.0,26.9
3422049190,20150330T000000,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,2015,3,1,578,24783.135973726145,1-2 Bathrooms,38985,2299.0,30.0
1099611230,20140912T000000,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,2014,9,3,476,31050.317639137324,1-2 Bathrooms,51811,5049.0,34.9
722079104,20140711T000000,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2014,7,3,414,32577.564388702507,1-2 Bathrooms,37624,572.0,38.8
7338200240,20140516T000000,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,2014,5,2,268,46251.94101397077,2-3 Bathrooms,15611,91.0,30.2
1952200240,20140611T000000,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,2014,6,2,1253,1221.620768848048,2-3 Bathrooms,25396,19956.0,26.2
5200100125,20141027T000000,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,2014,10,4,1029,4213.448172572851,1-2 Bathrooms,36365,9392.0,30.0
7214720075,20141212T000000,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,2014,12,4,383,20166.024093497326,2-3 Bathrooms,13862,802.0,31.1
2450000295,20141007T000000,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,2014,10,4,777,8719.392363726114,2-3 Bathrooms,38632,5315.0,21.7
6197800045,20140924T000000,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,2014,9,3,728,18470.52675858299,Studio or 1 Bathroom,42366,2252.0,34.9
1328310370,20150402T000000,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2015,4,2,447,20265.11353100107,2-3 Bathrooms,42366,2252.0,34.9
546000875,20140523T000000,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,2014,5,2,904,4208.964831222382,Studio or 1 Bathroom,36365,9392.0,30.0
3530510041,20140723T000000,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2014,7,3,354,22021.727180792408,1-2 Bathrooms,38919,5039.0,30.1
1853000400,20150305T000000,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,2015,3,1,290,18523.26205262101,2-3 Bathrooms,13862,802.0,31.1
3134100116,20140827T000000,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,2014,8,3,871,14660.42211718747,1-2 Bathrooms,75765,3741.0,25.0
9545230140,20140725T000000,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,2014,7,3,366,19999.18294938369,2-3 Bathrooms,27808,487.0,29.3
3362400511,20150304T000000,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,2015,3,1,1322,2549.810648503348,1-2 Bathrooms,52210,11391.0,27.1
2525310310,20140916T000000,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,2014,9,3,416,32086.85282985507,1-2 Bathrooms,37624,572.0,38.8
6126500060,20141124T000000,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,2014,11,4,526,3761.9471573992278,1-2 Bathrooms,23759,3221.0,29.5
8961960160,20141028T000000,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,2014,10,4,165,29350.306833541177,2-3 Bathrooms,35297,1895.0,31.6
3626039325,20141121T000000,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,2014,11,4,1378,3016.2742521133428,+3 Bathrooms,36365,9392.0,30.0
3362400431,20140626T000000,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,2014,6,2,53,2406.2603819701976,+3 Bathrooms,52210,11391.0,27.1
4060000240,20140623T000000,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,2014,6,2,833,9950.10848981018,Studio or 1 Bathroom,26282,5364.0,32.9
3454800060,20150108T000000,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,2015,1,1,780,9224.759868634354,1-2 Bathrooms,34614,3954.0,27.8
1695900060,20150511T000000,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,2015,5,2,1084,1596.0177642009494,Studio or 1 Bathroom,31648,9389.0,29.3
7278700070,20150102T000000,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,2015,1,1,612,8852.935640287444,2-3 Bathrooms,20561,3647.0,29.5
6675500070,20141119T000000,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,2014,11,4,334,8173.710154520481,1-2 Bathrooms,52841,5386.0,28.1
3626039187,20150406T000000,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,2015,4,2,747,2691.3561685482905,Studio or 1 Bathroom,36365,9392.0,30.0
3524049083,20141104T000000,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,2014,11,4,1090,6482.588245621898,1-2 Bathrooms,48937,7844.0,31.2
